session_id,pred_ryota_nn,q,truth
20100011003256550,0.60219425,14,1
20100011571871700,0.6575438,14,1
20100012363755750,0.66726506,14,1
20100013062325450,0.67804426,14,0
20100013473331852,0.67036396,14,1
20090314035813970,0.6894744,14,1
20090315081004164,0.67754525,14,1
20090319012741024,0.66722167,14,0
20100000404860470,0.7014026,14,0
20100007445515820,0.63725823,14,0
20100008103581056,0.68596005,14,1
20100009303098716,0.6904447,14,1
20100009314461780,0.6896666,14,1
20100011050028640,0.67140555,14,1
20100011274731204,0.6542122,14,1
20100011290663880,0.6958314,14,1
20100012471966900,0.6823458,14,0
20090312431273200,0.45981386,15,1
20090313091715820,0.44778532,15,0
20090317111400710,0.45197815,15,1
20090317414400068,0.45695356,15,0
20090320140443148,0.44867465,15,0
20100006432365430,0.45697057,15,1
20100007011166932,0.4489587,15,0
20100008262217530,0.4500872,15,1
20100009560590796,0.4565164,15,1
20100010540710908,0.45214412,15,1
20100012492111156,0.44862399,15,0
20100012523954740,0.4604633,15,0
20090313571836404,0.30907544,15,1
20090314121766812,0.28578877,15,1
20090314221187252,0.3290723,15,1
20090314441803444,0.30292717,15,1
20090315170769824,0.30043647,15,1
20090317080721164,0.28305033,15,0
20090318021527530,0.3267072,15,0
20100000291486630,0.32992232,15,0
20100009003806170,0.27897772,15,0
20100012035069724,0.29737738,15,0
20100012495345730,0.31459475,15,0
20100012562027690,0.31192017,15,1
20090312433251036,0.5010413,15,0
20090315270479452,0.5103709,15,0
20090316152177500,0.48981175,15,0
20090318322359292,0.49796826,15,1
20090318541618010,0.4814631,15,1
20100010554738616,0.49300522,15,0
20100011033647636,0.5133879,15,1
20100011394713344,0.49692166,15,0
20100012014517956,0.4911678,15,1
20100012540000424,0.47379163,15,1
20100013054800856,0.47945896,15,0
20100013123715416,0.49270684,15,0
20090312455206810,0.5686877,15,0
20090314363702160,0.5745317,15,0
20090315085850788,0.55165076,15,0
20090315101457836,0.5586843,15,1
20090316190523732,0.5756817,15,0
20100008572266050,0.5219931,15,0
20100009385330468,0.52994555,15,0
20100011003256550,0.55537134,15,1
20100011571871700,0.5479272,15,1
20100012363755750,0.5534837,15,1
20100013062325450,0.53189445,15,0
20100013473331852,0.5358421,15,0
20090314035813970,0.47186154,15,0
20090315081004164,0.43167034,15,1
20090319012741024,0.44481274,15,0
20100000404860470,0.4874446,15,0
20100007445515820,0.43480024,15,1
20100008103581056,0.44158837,15,1
20100009303098716,0.4652052,15,0
20100009314461780,0.4692705,15,0
20100011050028640,0.4259332,15,1
20100011274731204,0.42256021,15,0
20100011290663880,0.4876137,15,1
20100012471966900,0.45436183,15,0
20090312431273200,0.90435094,16,0
20090313091715820,0.90692586,16,1
20090317111400710,0.9033731,16,0
20090317414400068,0.8983336,16,1
20090320140443148,0.9085488,16,1
20100006432365430,0.90948427,16,1
20100007011166932,0.9055995,16,1
20100008262217530,0.90160424,16,1
20100009560590796,0.9120278,16,0
20100010540710908,0.90578294,16,0
20100012492111156,0.9031117,16,1
20100012523954740,0.9059494,16,1
20090313571836404,0.8204618,16,1
20090314121766812,0.8153928,16,1
20090314221187252,0.82476634,16,1
20090314441803444,0.805351,16,1
20090315170769824,0.80738723,16,1
20090317080721164,0.814222,16,1
20090318021527530,0.8189849,16,1
20100000291486630,0.81173915,16,1
20100009003806170,0.8246549,16,0
20100012035069724,0.8136349,16,1
20100012495345730,0.81770915,16,1
20100012562027690,0.81237596,16,1
20090312433251036,0.77832294,16,1
20090315270479452,0.8026225,16,0
20090316152177500,0.78026104,16,0
20090318322359292,0.79802203,16,1
20090318541618010,0.7864561,16,1
20100010554738616,0.7898581,16,1
20100011033647636,0.7976037,16,0
20100011394713344,0.7976728,16,1
20100012014517956,0.7916851,16,1
20100012540000424,0.77911514,16,1
20100013054800856,0.7687943,16,1
20100013123715416,0.7898778,16,1
20090312455206810,0.88919353,16,1
20090314363702160,0.88370514,16,0
20090315085850788,0.8937615,16,1
20090315101457836,0.88621956,16,0
20090316190523732,0.8900358,16,1
20100008572266050,0.89148045,16,0
20100009385330468,0.8872358,16,1
20100011003256550,0.8907561,16,1
20100011571871700,0.88987803,16,1
20100012363755750,0.8920054,16,0
20100013062325450,0.88972,16,1
20100013473331852,0.89503604,16,1
20090314035813970,0.85723776,16,1
20090315081004164,0.836029,16,1
20090319012741024,0.85097677,16,0
20100000404860470,0.8494995,16,1
20100007445515820,0.84274435,16,1
20100008103581056,0.8519483,16,1
20100009303098716,0.8481616,16,0
20100009314461780,0.8508475,16,1
20100011050028640,0.8317336,16,1
20100011274731204,0.8429814,16,1
20100011290663880,0.8486003,16,1
20100012471966900,0.8590319,16,1
20090312431273200,0.6318935,17,1
20090313091715820,0.62259203,17,1
20090317111400710,0.5964634,17,1
20090317414400068,0.609247,17,0
20090320140443148,0.6348569,17,1
20100006432365430,0.63791144,17,0
20100007011166932,0.6197636,17,1
20100008262217530,0.6231656,17,1
20100009560590796,0.63286006,17,1
20100010540710908,0.6387817,17,1
20100012492111156,0.6096474,17,1
20100012523954740,0.62834567,17,0
20090313571836404,0.6907957,17,1
20090314121766812,0.67941284,17,0
20090314221187252,0.6879604,17,0
20090314441803444,0.6966638,17,1
20090315170769824,0.6827441,17,0
20090317080721164,0.68130994,17,0
20090318021527530,0.68281585,17,1
20100000291486630,0.6852008,17,1
20100009003806170,0.68540543,17,1
20100012035069724,0.68357456,17,1
20100012495345730,0.6909909,17,1
20100012562027690,0.68553555,17,0
20090312433251036,0.5946158,17,0
20090315270479452,0.6027207,17,0
20090316152177500,0.5976675,17,0
20090318322359292,0.58868563,17,1
20090318541618010,0.58993906,17,1
20100010554738616,0.59696406,17,1
20100011033647636,0.5931613,17,1
20100011394713344,0.60439515,17,1
20100012014517956,0.5908616,17,1
20100012540000424,0.596701,17,0
20100013054800856,0.5982068,17,1
20100013123715416,0.61259407,17,1
20090312455206810,0.7674184,17,1
20090314363702160,0.76613796,17,1
20090315085850788,0.7940179,17,0
20090315101457836,0.7589414,17,1
20090316190523732,0.7464488,17,1
20100008572266050,0.79165727,17,0
20100009385330468,0.73174196,17,1
20100011003256550,0.7485441,17,1
20100011571871700,0.7995574,17,0
20100012363755750,0.80159783,17,1
20100013062325450,0.80635333,17,0
20100013473331852,0.7829085,17,0
20090314035813970,0.6014019,17,0
20090315081004164,0.62773204,17,1
20090319012741024,0.619402,17,0
20100000404860470,0.61234593,17,1
20100007445515820,0.64690405,17,1
20100008103581056,0.58555305,17,1
20100009303098716,0.6074942,17,1
20100009314461780,0.60691994,17,1
20100011050028640,0.615205,17,0
20100011274731204,0.63086677,17,0
20100011290663880,0.59805584,17,1
20100012471966900,0.6189455,17,1
20090312431273200,0.98880905,18,1
20090313091715820,0.9896193,18,1
20090317111400710,0.990333,18,1
20090317414400068,0.98934865,18,1
20090320140443148,0.98988426,18,1
20100006432365430,0.9893043,18,1
20100007011166932,0.9900309,18,1
20100008262217530,0.9887371,18,1
20100009560590796,0.99003255,18,1
20100010540710908,0.98827887,18,1
20100012492111156,0.9898906,18,1
20100012523954740,0.9899014,18,1
20090313571836404,0.9842383,18,1
20090314121766812,0.98516107,18,1
20090314221187252,0.9847103,18,1
20090314441803444,0.9844549,18,1
20090315170769824,0.9839002,18,1
20090317080721164,0.9834204,18,1
20090318021527530,0.98540246,18,1
20100000291486630,0.9843807,18,1
20100009003806170,0.9826498,18,1
20100012035069724,0.9841712,18,1
20100012495345730,0.9845754,18,1
20100012562027690,0.9829896,18,1
20090312433251036,0.9919918,18,1
20090315270479452,0.9913087,18,1
20090316152177500,0.9933785,18,1
20090318322359292,0.9926116,18,1
20090318541618010,0.99251443,18,1
20100010554738616,0.99289423,18,1
20100011033647636,0.9923934,18,1
20100011394713344,0.99247134,18,1
20100012014517956,0.9923422,18,1
20100012540000424,0.99193597,18,1
20100013054800856,0.9920168,18,1
20100013123715416,0.9914255,18,1
20090312455206810,0.9906289,18,1
20090314363702160,0.9903267,18,1
20090315085850788,0.9905257,18,1
20090315101457836,0.99041593,18,1
20090316190523732,0.99003804,18,1
20100008572266050,0.9888418,18,1
20100009385330468,0.98995084,18,1
20100011003256550,0.99014753,18,1
20100011571871700,0.9898548,18,1
20100012363755750,0.98983765,18,1
20100013062325450,0.9893499,18,1
20100013473331852,0.98949134,18,1
20090314035813970,0.99355763,18,1
20090315081004164,0.9936098,18,1
20090319012741024,0.99299675,18,1
20100000404860470,0.99305564,18,1
20100007445515820,0.99021566,18,1
20100008103581056,0.99382824,18,1
20100009303098716,0.9933262,18,1
20100009314461780,0.99310255,18,1
20100011050028640,0.99380386,18,1
20100011274731204,0.99297875,18,1
20100011290663880,0.99325633,18,1
20100012471966900,0.9927295,18,1
